,firing rate,experiment,layer
1339,-0.5301780033266275,GT,L6
1340,-2.7781512398674693,GT,L6
1341,-2.3010300053712194,GT,L6
1342,-2.3010300053712194,GT,L6
1343,0.21263143972725518,GT,L6
1344,-1.7367585822866254,GT,L6
1345,-0.6137983832519329,GT,L6
1346,-2.3010300053712194,GT,L6
1347,-2.477121244203488,GT,L6
1348,-2.477121244203488,GT,L6
1349,-1.4993976548804921,GT,L6
1350,-1.1653673816679717,GT,L6
1351,-2.079181223397403,GT,L6
1352,-2.3010300053712194,GT,L6
1353,0.08754481856077544,GT,L6
1338,-2.7781512398674693,GT,L6
1337,-2.477121244203488,GT,L6
1336,-2.079181223397403,GT,L6
1335,-inf,GT,L6
1319,-0.9208187636596135,GT,L6
1320,0.2620553877625476,GT,L6
1321,0.13513265441102754,GT,L6
1322,0.34667888100907596,GT,L6
1323,-2.477121244203488,GT,L6
1324,-2.1760912485395068,GT,L6
1325,-1.1060533935494568,GT,L6
1317,0.2556744316922935,GT,L6
1326,-1.5228787549875757,GT,L6
1328,-inf,GT,L6
1329,-0.7869251926528414,GT,L6
1330,-0.5426228113020852,GT,L6
1331,-0.023802918683126915,GT,L6
1332,-0.515700150468571,GT,L6
1333,-1.823908750651557,GT,L6
1334,-2.477121244203488,GT,L6
1327,-0.4727998722229316,GT,L6
1199,-1.0538753920163881,GT,L6
1278,-1.7367585822866254,GT,L6
1276,-1.823908750651557,GT,L6
1221,-1.933053208520389,GT,L6
1222,-0.04979747610401326,GT,L6
1223,-2.477121244203488,GT,L6
1224,-2.477121244203488,GT,L6
1225,-2.477121244203488,GT,L6
1226,-inf,GT,L6
1227,0.5632832704206879,GT,L6
1228,0.1593666578946343,GT,L6
1229,-2.3010300053712194,GT,L6
1230,-inf,GT,L6
1231,-2.7781512398674693,GT,L6
1232,-0.5767541495070886,GT,L6
1233,-1.8750612528755255,GT,L6
1234,-2.1760912485395068,GT,L6
1235,-inf,GT,L6
1220,-0.5686362185837008,GT,L6
1219,-inf,GT,L6
1218,-1.5740312572115442,GT,L6
1217,-2.477121244203488,GT,L6
1201,-2.7781512398674693,GT,L6
1202,-2.477121244203488,GT,L6
1203,-2.3010300053712194,GT,L6
1204,-inf,GT,L6
1205,-2.7781512398674693,GT,L6
1206,-2.7781512398674693,GT,L6
1207,-0.6510464605187063,GT,L6
1236,-2.477121244203488,GT,L6
1208,-inf,GT,L6
1210,-1.4357285866226441,GT,L6
1211,-2.3010300053712194,GT,L6
1212,-2.7781512398674693,GT,L6
1213,-inf,GT,L6
1214,-inf,GT,L6
1215,-0.5228787280230257,GT,L6
1216,-1.8750612528755255,GT,L6
1209,-1.7367585822866254,GT,L6
1277,-2.3010300053712194,GT,L6
1237,-2.000000009707238,GT,L6
1239,-1.823908750651557,GT,L6
1261,-1.933053208520389,GT,L6
1262,-0.9586073171950448,GT,L6
1263,-2.477121244203488,GT,L6
1264,-1.2099495207196826,GT,L6
1265,-1.3309932171924266,GT,L6
1266,-inf,GT,L6
1267,-1.6320232128564078,GT,L6
1268,-inf,GT,L6
1269,-2.477121244203488,GT,L6
1270,-1.698970014043257,GT,L6
1271,-2.7781512398674693,GT,L6
1272,-2.477121244203488,GT,L6
1273,-1.3010299891924892,GT,L6
1274,-2.079181223397403,GT,L6
1275,-0.15283880874582575,GT,L6
1260,-2.3010300053712194,GT,L6
1259,-2.477121244203488,GT,L6
1258,-2.079181223397403,GT,L6
1257,-1.823908750651557,GT,L6
1240,0.1851642524395357,GT,L6
1241,-inf,GT,L6
1242,0.22788671931812868,GT,L6
1243,-0.03699964288754257,GT,L6
1244,-0.030739439903992746,GT,L6
1245,-0.03699964288754257,GT,L6
1247,0.04007465393089438,GT,L6
1238,-0.5301780033266275,GT,L6
1248,-1.6020599848564703,GT,L6
1250,-0.06382148504144451,GT,L6
1251,-2.3010300053712194,GT,L6
1252,-2.7781512398674693,GT,L6
1253,-1.5740312572115442,GT,L6
1254,-0.9268929056750705,GT,L6
1255,-2.7781512398674693,GT,L6
1256,-1.5740312572115442,GT,L6
1249,-0.1337126524632441,GT,L6
1667,0.2283148061475014,GT,L6
