,firing rate,experiment,layer
1233,0.013333333656191826,GT,L6
1234,0.006666666828095913,GT,L6
1235,0.0,GT,L6
1220,0.27000001072883606,GT,L6
1219,0.0,GT,L6
1218,0.02666666731238365,GT,L6
1217,0.0033333334140479565,GT,L6
1201,0.0016666667070239782,GT,L6
1202,0.0033333334140479565,GT,L6
1203,0.004999999888241291,GT,L6
1204,0.0,GT,L6
1205,0.0016666667070239782,GT,L6
1206,0.0016666667070239782,GT,L6
1207,0.22333332896232605,GT,L6
1236,0.0033333334140479565,GT,L6
1208,0.0,GT,L6
1210,0.036666665226221085,GT,L6
1211,0.004999999888241291,GT,L6
1212,0.0016666667070239782,GT,L6
1213,0.0,GT,L6
1214,0.0,GT,L6
1215,0.30000001192092896,GT,L6
1216,0.013333333656191826,GT,L6
1209,0.018333332613110542,GT,L6
1277,0.004999999888241291,GT,L6
1237,0.009999999776482582,GT,L6
1239,0.014999999664723873,GT,L6
1261,0.011666666716337204,GT,L6
1262,0.10999999940395355,GT,L6
1263,0.0033333334140479565,GT,L6
1264,0.061666667461395264,GT,L6
1265,0.046666666865348816,GT,L6
1266,0.0,GT,L6
1267,0.023333333432674408,GT,L6
1268,0.0,GT,L6
1269,0.0033333334140479565,GT,L6
1270,0.019999999552965164,GT,L6
1271,0.0016666667070239782,GT,L6
1272,0.0033333334140479565,GT,L6
1273,0.05000000074505806,GT,L6
1274,0.008333333767950535,GT,L6
1275,0.70333331823349,GT,L6
1260,0.004999999888241291,GT,L6
1259,0.0033333334140479565,GT,L6
1258,0.008333333767950535,GT,L6
1257,0.014999999664723873,GT,L6
1240,1.53166663646698,GT,L6
1241,0.0,GT,L6
1242,1.690000057220459,GT,L6
1243,0.9183333516120911,GT,L6
1244,0.9316666722297668,GT,L6
1245,0.9183333516120911,GT,L6
1247,1.096666693687439,GT,L6
1238,0.29499998688697815,GT,L6
1248,0.02500000037252903,GT,L6
1250,0.8633333444595337,GT,L6
1251,0.004999999888241291,GT,L6
1252,0.0016666667070239782,GT,L6
1253,0.02666666731238365,GT,L6
1254,0.11833333224058151,GT,L6
1255,0.0016666667070239782,GT,L6
1256,0.02666666731238365,GT,L6
1249,0.7350000143051147,GT,L6
1667,1.6916667222976685,GT,L6
